prediction_file,target_file,field_name,evaluation_method,scoring_type,tp,fp,fn,tn,expected,actual,expected_context,actual_context
aas0055-0039.xml,aas0055-0039.nxml,table_label_captions,levenshtein,partial_set,0,0,1,0,Table 4 Serum solute concentrations (mmol/l) during CRRT with the phosphate containing dialysis fluid for patients in group 3.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,table_label_captions,levenshtein,partial_set,0,0,1,0,"Table 5 Serum values (mmol/l, kPa) during CRRT with the phosphate-containing dialysis fluid.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,exact,partial_list,0,0,1,0,Fig. 1,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,exact,partial_list,0,0,1,0,Fig. 2,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,levenshtein,partial_list,0,0,1,0,Fig. 1,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,levenshtein,partial_list,0,0,1,0,Fig. 2,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,exact,partial_set,0,0,1,0,Fig. 1,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,exact,partial_set,0,0,1,0,Fig. 2,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,levenshtein,partial_set,0,0,1,0,Fig. 1,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_labels,levenshtein,partial_set,0,0,1,0,Fig. 2,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,exact,partial_list,0,0,1,0,Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,exact,partial_list,0,0,1,0,"Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,levenshtein,partial_list,0,0,1,0,Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,levenshtein,partial_list,0,0,1,0,"Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,exact,partial_set,0,0,1,0,Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,exact,partial_set,0,0,1,0,"Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,levenshtein,partial_set,0,0,1,0,Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_captions,levenshtein,partial_set,0,0,1,0,"Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,exact,partial_list,0,0,1,0,Fig. 1 Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,exact,partial_list,0,0,1,0,"Fig. 2 Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,levenshtein,partial_list,0,0,1,0,Fig. 1 Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,levenshtein,partial_list,0,0,1,0,"Fig. 2 Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,exact,partial_set,0,0,1,0,Fig. 1 Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,exact,partial_set,0,0,1,0,"Fig. 2 Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,levenshtein,partial_set,0,0,1,0,Fig. 1 Events of hypophosphatemia during the continuous renal replacement therapy. Treatment with the phosphate-containing solution for dialysis resulted in no episodes of hypophosphatemia.,,None,None
aas0055-0039.xml,aas0055-0039.nxml,figure_label_captions,levenshtein,partial_set,0,0,1,0,"Fig. 2 Serum phosphate levels during the continuous renal replacement therapy treatment. Group 1, receiving Hemosol B0 (diamond), group 2, receiving the phosphate-containing dialysis fluid as the dialysis fluid and Hemosol B0 as the replacement fluid (triangle), and group 3, receiving the phosphate-containing dialysis fluid (square). Groups 2 and 3 were statistically compared with group 1. n=14 patients/group, **P<0.01, ***P<0.001.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,acknowledgement,exact,string,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,acknowledgement,levenshtein,string,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,back_section_label_titles,exact,partial_ulist,0,0,0,1,,,None,None
aas0055-0039.xml,aas0055-0039.nxml,back_section_label_titles,levenshtein,partial_ulist,0,0,0,1,,,None,None
aas0055-0039.xml,aas0055-0039.nxml,back_section_paragraphs,exact,partial_ulist,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,back_section_paragraphs,levenshtein,partial_ulist,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,back_section_paragraphs,exact,partial_list,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,back_section_paragraphs,levenshtein,partial_list,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_back_section_paragraphs,exact,list,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_back_section_paragraphs,levenshtein,list,0,0,1,0,"Competing interests: The authors have not disclosed any potential competing interests. The ICU department of Lund University Hospital has paid an ordinary price for the phosphate-containing dialysis solution used in the study. Gambro has approved a Research Grant, which has been paid to the ICU department of Lund University Hospital. Gambro has not had any insight in how the Research Grant has been used. An independent statistician has monitored the raw data and the statistics.",,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_text,exact,string,0,1,0,0,1 Troyanov S Geadah D Ghannoum M Cardinal J Leblanc M Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy Intensive Care Med 2004 30 1662 5 15156308,"1. Troyanov S, Geadah D, Ghannoum M, Cardinal J, Leblanc M. Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy. Intensive Care Med 2004 ; 30: 1662 - 5.",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_text,levenshtein,string,1,0,0,0,1 Troyanov S Geadah D Ghannoum M Cardinal J Leblanc M Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy Intensive Care Med 2004 30 1662 5 15156308,"1. Troyanov S, Geadah D, Ghannoum M, Cardinal J, Leblanc M. Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy. Intensive Care Med 2004 ; 30: 1662 - 5.",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_author_surnames,exact,list,0,1,0,0,"['Troyanov', 'Geadah', 'Ghannoum', 'Cardinal', 'Leblanc']","['Troyanov', 'Geadah', 'Ghannoum', 'Cardinal', 'Leblanc']",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_author_surnames,levenshtein,list,1,0,0,0,"['Troyanov', 'Geadah', 'Ghannoum', 'Cardinal', 'Leblanc']","['Troyanov', 'Geadah', 'Ghannoum', 'Cardinal', 'Leblanc']",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_author_given_names,exact,list,0,1,0,0,"['S', 'D', 'M', 'J', 'M']","['S', 'D', 'M', 'J', 'M']",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_author_given_names,levenshtein,list,0,1,0,0,"['S', 'D', 'M', 'J', 'M']","['S', 'D', 'M', 'J', 'M']",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_author_full_names,exact,list,0,1,0,0,"['S Troyanov', 'D Geadah', 'M Ghannoum', 'J Cardinal', 'M Leblanc']","['S Troyanov', 'D Geadah', 'M Ghannoum', 'J Cardinal', 'M Leblanc']",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_author_full_names,levenshtein,list,1,0,0,0,"['S Troyanov', 'D Geadah', 'M Ghannoum', 'J Cardinal', 'M Leblanc']","['S Troyanov', 'D Geadah', 'M Ghannoum', 'J Cardinal', 'M Leblanc']",None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_title,exact,string,1,0,0,0,Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy,Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_title,levenshtein,string,1,0,0,0,Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy,Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_year,exact,string,1,0,0,0,2004,2004,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_year,levenshtein,string,1,0,0,0,2004,2004,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_source,exact,string,1,0,0,0,Intensive Care Med,Intensive Care Med,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_source,levenshtein,string,1,0,0,0,Intensive Care Med,Intensive Care Med,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_publication_type,exact,string,0,0,1,0,journal,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_publication_type,levenshtein,string,0,0,1,0,journal,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_volume,exact,string,1,0,0,0,30,30,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_volume,levenshtein,string,1,0,0,0,30,30,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_fpage,exact,string,1,0,0,0,1662,1662,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_fpage,levenshtein,string,1,0,0,0,1662,1662,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_lpage,exact,string,1,0,0,0,1665,1665,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_lpage,levenshtein,string,1,0,0,0,1665,1665,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_doi,exact,string,0,0,0,1,,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_doi,levenshtein,string,0,0,0,1,,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_pmid,exact,string,0,0,1,0,15156308,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_pmid,levenshtein,string,0,0,1,0,15156308,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_pmcid,exact,string,0,0,0,1,,,None,None
aas0055-0039.xml,aas0055-0039.nxml,first_reference_pmcid,levenshtein,string,0,0,0,1,,,None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,1 Troyanov S Geadah D Ghannoum M Cardinal J Leblanc M Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy Intensive Care Med 2004 30 1662 5 15156308,"1. Troyanov S, Geadah D, Ghannoum M, Cardinal J, Leblanc M. Phosphate addition to hemodiafiltration solutions during continuous renal replacement therapy. Intensive Care Med 2004 ; 30: 1662 - 5.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,2 Marik PE Bedigian MK Refeeding hypophosphatemia in critically ill patients in an intensive care unit. A prospective study Arch Surg 1996 131 1043 7 8857900,"2. Marik PE, Bedigian MK. Refeeding hypophosphatemia in critically ill patients in an intensive care unit. A prospective study. Arch Surg 1996 ; 131: 1043 - 7.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,"3 Bugg NC Jones JA Hypophosphataemia. Pathophysiology, effects and management on the intensive care unit Anaesthesia 1998 53 895 902 9849285","3. Bugg NC, Jones JA. Hypophosphataemia. Pathophysiology, effects and management on the intensive care unit. Anaesthesia 1998 ; 53: 895 - 902.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,4 Skulberg A Sr. Glucose: a potential killer Acta Anaesthesiol Scand 2009 53 684 19419367,4. Skulberg A Sr. Glucose: a potential killer. Acta Anaesthesiol Scand 2009 ; 53: 684.,None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,5 Peppers MP Geheb M Desai T Endocrine crises. Hypophosphatemia and hyperphosphatemia Crit Care Clin 1991 7 201 14 2007215,"5. Peppers MP, Geheb M, Desai T. Endocrine crises. Hypophosphatemia and hyperphosphatemia. Crit Care Clin 1991 ; 7: 201 - 14.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,6 Elisaf MS Siamopoulos KC Mechanisms of hypophosphataemia in alcoholic patients Int J Clin Pract 1997 51 501 3 9536603,"6. Elisaf MS, Siamopoulos KC. Mechanisms of hypophosphataemia in alcoholic patients. Int J Clin Pract 1997 ; 51: 501 - 3.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,7 Zazzo JF Troche G Ruel P Maintenant J High incidence of hypophosphatemia in surgical intensive care patients: efficacy of phosphorus therapy on myocardial function Intensive Care Med 1995 21 826 31 8557871,"7. Zazzo JF, Troche G, Ruel P, Maintenant J. High incidence of hypophosphatemia in surgical intensive care patients: efficacy of phosphorus therapy on myocardial function. Intensive Care Med 1995 ; 21: 826 - 31.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,8 Tan HK Bellomo R M'Pis DA Ronco C Phosphatemic control during acute renal failure: intermittent hemodialysis versus continuous hemodiafiltration Int J Artif Organs 2001 24 186 91 11394697,"8. Tan HK, Bellomo R, M'Pis DA, Ronco C. Phosphatemic control during acute renal failure: intermittent hemodialysis versus continuous hemodiafiltration. Int J Artif Organs 2001 ; 24: 186 - 91.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,9 Baldwin I Naka T Koch B Fealy N Bellomo R A pilot randomised controlled comparison of continuous veno-venous haemofiltration and extended daily dialysis with filtration: effect on small solutes and acid-base balance Intensive Care Med 2007 33 830 5 17384931,"9. Baldwin I, Naka T, Koch B, Fealy N, Bellomo R. A pilot randomised controlled comparison of continuous venovenous haemofiltration and extended daily dialysis with filtration: effect on small solutes and acid-base balance. Intensive Care Med 2007 ; 33: 830 - 5.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,10 Shor R Halabe A Rishver S Tilis Y Matas Z Fux A Boaz M Weinstein J Severe hypophosphatemia in sepsis as a mortality predictor Ann Clin Lab Sci 2006 36 67 72 16501239,"10. Shor R, Halabe A, Rishver S, Tilis Y, Matas Z, Fux A, Boaz M, Weinstein J. Severe hypophosphatemia in sepsis as a mortality predictor. Ann Clin Lab Sci 2006 ; 36: 67 - 72.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,11 Stoff JS Phosphate homeostasis and hypophosphatemia Am J Med 1982 72 489 95 7036738,11. Stoff JS. Phosphate homeostasis and hypophosphatemia. Am J Med 1982 ; 72: 489 - 95.,None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,12 Brown GR Greenwood JK Drug- and nutrition-induced hypophosphatemia: mechanisms and relevance in the critically ill Ann Pharmacother 1994 28 626 32 8069002,"12. Brown GR, Greenwood JK. Drug- and nutrition-induced hypophosphatemia: mechanisms and relevance in the critically ill. Ann Pharmacother 1994 ; 28: 626 - 32.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,13 Bollaert PE Levy B Nace L Laterre PF Larcan A Hemodynamic and metabolic effects of rapid correction of hypophosphatemia in patients with septic shock Chest 1995 107 1698 701 7781370,"13. Bollaert PE, Levy B, Nace L, Laterre PF, Larcan A. Hemodynamic and metabolic effects of rapid correction of hypophosphatemia in patients with septic shock. Chest 1995 ; 107: 1698 - 701.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,14 Paterson CR Hypophosphataemia: a dangerous disorder Nutrition 1996 12 540 1 8878151,14. Paterson CR. Hypophosphataemia: a dangerous disorder. Nutrition 1996 ; 12: 540 - 1.,None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,15 Paula FJ Plens AE Foss MC Effects of hypophosphatemia on glucose tolerance and insulin secretion Horm Metab Res 1998 30 281 4 9660090,"15. Paula FJ, Plens AE, Foss MC. Effects of hypophosphatemia on glucose tolerance and insulin secretion. Horm Metab Res 1998 ; 30: 281 - 4.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,16 Ravenscroft AJ Valentine JM Knappett PA Severe hypophosphataemia and insulin resistance in diabetic ketoacidosis Anaesthesia 1999 54 198 10215720,"16. Ravenscroft AJ, Valentine JM, Knappett PA. Severe hypophosphataemia and insulin resistance in diabetic ketoacidosis. Anaesthesia 1999 ; 54: 198.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,17 Weber U Huppe T Niehaus L CT and MRI in severe hypophosphataemia with central nervous system involvement Neuroradiology 2000 42 112 4 10663486,"17. Weber U, Huppe T, Niehaus L. CT and MRI in severe hypophosphataemia with central nervous system involvement. Neuroradiology 2000 ; 42: 112 - 4.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,18 Darsee JR Nutter DO Reversible severe congestive cardiomyopathy in three cases of hypophosphatemia Ann Intern Med 1978 89 867 70 363007,"18. Darsee JR, Nutter DO. Reversible severe congestive cardiomyopathy in three cases of hypophosphatemia. Ann Intern Med 1978 ; 89: 867 - 70.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,19 Aubier M Murciano D Lecocguic Y Viires N Jacquens Y Squara P Pariente R Effect of hypophosphatemia on diaphragmatic contractility in patients with acute respiratory failure N Engl J Med 1985 313 420 4 3860734,"19. Aubier M, Murciano D, Lecocguic Y, Viires N, Jacquens Y, Squara P, Pariente R. Effect of hypophosphatemia on diaphragmatic contractility in patients with acute respiratory failure. N Engl J Med 1985 ; 313: 420 - 4.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,20 Williams JD Topley N Craig KJ Mackenzie RK Pischetsrieder M Lage C Passlick-Deetjen J The Euro-balance trial: the effect of a new biocompatible peritoneal dialysis fluid (balance) on the peritoneal membrane Kidney Int 2004 66 408 18 15200450,"20. Williams JD, Topley N, Craig KJ, Mackenzie RK, Pischetsrieder M, Lage C, Passlick-Deetjen J. The Euro-balance trial: the effect of a new biocompatible peritoneal dialysis fluid (balance) on the peritoneal membrane. Kidney Int 2004 ; 66: 408 - 18.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,21 Gatchalian RA Popli A Ejaz AA Leehey DJ Kjellstrand CM Ing TS Management of hypophosphatemia induced by high-flux hemodiafiltration for the treatment of vancomycin toxicity: intravenous phosphorus therapy versus use of a phosphorus-enriched dialysate Am J Kidney Dis 2000 36 1262 6 11096051,"21. Gatchalian RA, Popli A, Ejaz AA, Leehey DJ, Kjellstrand CM, Ing TS. Management of hypophosphatemia induced by high-flux hemodiafiltration for the treatment of vancomycin toxicity: intravenous phosphorus therapy versus use of a phosphorus-enriched dialysate. Am J Kidney Dis 2000 ; 36: 1262 - 6.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,22 Santiago MJ Lopez-Herce J Urbano J Bellon JM del Castillo J Carrillo A Hypophosphatemia and phosphate supplementation during continuous renal replacement therapy in children Kidney Int 2009 75 312 6 19002217,"22. Santiago MJ, Lopez-Herce J, Urbano J, Bellon JM, del Castillo J, Carrillo A. Hypophosphatemia and phosphate supplementation during continuous renal replacement therapy in children. Kidney Int 2009 ; 75: 312 - 6.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,23 Janssen van Doorn K Spapen H Geers C Diltoer M Shabana W Sepsis-related acute kidney injury: a protective effect of drotrecogin alpha (activated) treatment? Acta Anaesthesiol Scand 2008 52 1259 64 18823466,"23. Janssen van Doorn K, Spapen H, Geers C, Diltoer M, Shabana W. Sepsis-related acute kidney injury: a protective effect of drotrecogin alpha (activated) treatment? Acta Anaesthesiol Scand 2008 ; 52: 1259 - 64.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,24 Lentz RD Brown DM Kjellstrand CM Treatment of severe hypophosphatemia Ann Intern Med 1978 89 941 4 102230,"24. Lentz RD, Brown DM, Kjellstrand CM. Treatment of severe hypophosphatemia. Ann Intern Med 1978 ; 89: 941 - 4.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,25 Vannatta JB Whang R Papper S Efficacy of intravenous phosphorus therapy in the severely hypophosphatemic patient Arch Intern Med 1981 141 885 7 7235807,"25. Vannatta JB, Whang R, Papper S. Efficacy of intravenous phosphorus therapy in the severely hypophosphatemic patient. Arch Intern Med 1981 ; 141: 885 - 7.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,26 Vannatta JB Andress DL Whang R Papper S High-dose intravenous phosphorus therapy for severe complicated hypophosphatemia South Med J 1983 76 1424 6 6635736,"26. Vannatta JB, Andress DL, Whang R, Papper S. High-dose intravenous phosphorus therapy for severe complicated hypophosphatemia. South Med J 1983 ; 76: 1424 - 6.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,27 Kingston M Al-Siba'i MB Treatment of severe hypophosphatemia Crit Care Med 1985 13 16 8 3965243,"27. Kingston M, Al-Siba'i MB. Treatment of severe hypophosphatemia. Crit Care Med 1985 ; 13: 16 - 8.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,28 Sacks GS Walker J Dickerson RN Kudsk KA Brown RO Observations of hypophosphatemia and its management in nutrition support Nutr Clin Pract 1994 9 105 8 8078444,"28. Sacks GS, Walker J, Dickerson RN, Kudsk KA, Brown RO. Observations of hypophosphatemia and its management in nutrition support. Nutr Clin Pract 1994 ; 9: 105 - 8.",None,None
aas0055-0039.xml,aas0055-0039.nxml,reference_text,exact,partial_list,0,1,0,0,29 Clark CL Sacks GS Dickerson RN Kudsk KA Brown RO Treatment of hypophosphatemia in patients receiving specialized nutrition support using a graduated dosing scheme: results from a prospective clinical trial Crit Care Med 1995 23 1504 11 7664552,"29. Clark CL, Sacks GS, Dickerson RN, Kudsk KA, Brown RO. Treatment of hypophosphatemia in patients receiving specialized nutrition support using a graduated dosing scheme: results from a prospective clinical trial. Crit Care Med 1995 ; 23: 1504 - 11.",None,None
